Title;Salary;Company;Location;Date
Специалист сервисного центра/Администратор ПТР;до 126 250 KZT;ТОО Fora;Уральск;26 ноября
Аналитик отдела продаж;от 130 000 KZT;ТОО Common Market Corporation;Нур-Султан;7 ноября
Backend-разработчик;290 000-300 000 KZT;ТОО RES Group;Алматы, Алатау;4 ноября
Разработчик мобильных приложений iOS и Android;;АО Казахтелеком;Нур-Султан;14 ноября
Web-разработчик;;АО NOMAD insurance;Алматы;26 ноября
Software Testing Engineer;;ТОО Epam Kazakhstan (Эпам Казахстан),ТОО;Нур-Султан;9 ноября
Программист PHP;до 300 000 KZT;ТОО ZigZag Group;Алматы;28 октября
Менеджер по продажам - консультант в магазин электроники;150 000-300 000 KZT;ИП Теплодом (StroyMax, TM);Нур-Султан;24 ноября
Системный администратор;от 120 000 KZT;ТОО Коллекторское агентство Гарант;Алматы;24 ноября
Инженер по ремонту ноутбуков, ПК;;ТОО РСС Алатау, ТОО RSS;Алматы;24 ноября
Senior/Middle Back-end developer (Web разработчик PHP Laravel);;ТОО ROQED;Нур-Султан;13 ноября
Программист 1С;;АО Авиакомпания SCAT;Шымкент;25 ноября
Web QA Engineer;300 000-600 000 KZT; Kolesa Group;Алматы;13 ноября
Инженер;от 150 000 KZT;ТОО ВОЛСПроект Строй;Караганда;29 октября
Менеджер по продажам и работе с клиентами (GPS мониторинг транспорта);от 130 000 KZT;ТОО Spectrum;Шымкент;13 ноября
Инженер по автоматизации бизнес процессов;; Кселл, АО;Алматы;4 ноября
Оператор торгового филиала в г. Актобе;110 000-110 000 KZT;ТОО RG Brands;Актобе;12 ноября
Старший представитель по обслуживанию;; Кселл, АО;Караганда;17 ноября
Эксперт по развитию Е2Е решений;; Beeline, ТМ;Алматы;18 ноября
Мастер по ремонту телефонов;250 000-999 999 KZT;ИП iHelp, ТМ ( Тулеген);Нур-Султан;26 ноября
Специалист по внедрению торгового оборудования, установке и сопровождению 1C, IIKO, R-Keeper.;от 150 000 KZT;ТОО DVR Group;Актау;5 ноября
Product Manager;;ТОО Khan Group;Алматы, Алмалы;25 ноября
Эксперт (Направление ИТ-архитектуры и интеграции);до 290 000 KZT;АО ForteBank;Нур-Султан;19 ноября
Преподаватель по блогерству;80 000-150 000 KZT;ТОО Smilik Group;Алматы, Алатау;13 ноября
Менеджер по продажам / Менеджер по проектам;от 200 000 KZT;ИП Осипов Э.А.;Алматы, Алатау;12 ноября
Технический специалист (IT);100 000-250 000 KZT; Sulpak;Усть-Каменогорск;23 ноября
Backend Golang Developer;;АО Народный банк Казахстана;Алматы;18 ноября
"Электромеханик Местной сети (филиал ""Астанатранстелеком"" )";от 129 000 KZT;АО Транстелеком;Нур-Султан;4 ноября
Монтажник слаботочных систем;;ТОО Ваш Домофон;Шымкент;25 ноября
Специалист технической поддержки;28 000-55 000 руб.;ООО Система Геткурс;Алматы;25 ноября
1С программист-консультант;150 000-450 000 KZT;ТОО Ай Ти Концепт;Нур-Султан;25 ноября
Менеджер по продажам в городе Нур-Султан;;ТОО Ракетная фирма;Нур-Султан;9 ноября
Менеджер по продажам;150 000-300 000 KZT;ТОО Алси;Алматы;20 ноября
Менеджер по продаже услуг (разработка, цифровая реклама);от 200 000 KZT;ТОО ZigZag Group;Караганда;18 ноября
Представитель по привлечению ключевых клиентов (Key Account Sales Executive);; Кселл, АО;Алматы;6 ноября
Android разработчик;;ТОО Intercomp (ТМ SberSolutions);Алматы;13 ноября
Главный программист 1С;;ТОО Интертоп Центральная Азия ,ТМ (INTERTOP);Алматы;9 ноября
Data Quality Engineer;;ТОО Epam Kazakhstan (Эпам Казахстан),ТОО;Алматы;4 ноября
Разработчик Scala;; Beeline, ТМ;Алматы;19 ноября
Специалист отдела обучения;;ТОО Компания ЭВРИКА;Шымкент;13 ноября
Разработчик Java;; Банк ВТБ (Казахстан) Дочерняя организация Акционерное общество;Алматы;4 ноября
Программист PHP;;АО Дочерняя организация Народного Банка Казахстана Страховая компания Халык;Алматы;25 ноября
Специалист по развитию бизнеса / Business development specialist;;ТОО Quantum Technologies (PayBox.money);Алматы;25 ноября
Главный специалист (Разработчик E-Comm);;АО Банк ЦентрКредит;Алматы;21 ноября
Консультант SAP FI / CO на проект внедрения;;ТОО МЕЧТА, ТМ (Мечта Маркет, ТОО);Нур-Султан;16 ноября
Специалист Управления виртуализации и серверного оборудования;;АО Национальные информационные технологии;Нур-Султан;4 ноября
Менеджер по развитию бизнеса;;ТОО Logitex;Шымкент;19 ноября
Инженер по слаботочным системам;от 170 000 KZT;ТОО Новые технологии- Астана;Нур-Султан;9 ноября
Специалист по продажам Центра корпоративных продаж В2В, г. Уральск;;АО Казахтелеком;Уральск;9 ноября
Специалист по продажам В2В, г. Караганда;;АО Казахтелеком;Караганда;19 ноября
CRM администратор;;ТОО Оценка собственности VP;Нур-Султан;25 ноября
PHP-программист;;ТОО Beautyprof;Алматы;6 ноября
Full-stack разработчик;;ТОО М-Ломбард;Алматы;23 ноября
Электромеханик местной сети;129 000-138 000 KZT;АО Транстелеком;Караганда;19 ноября
Специалист по системе 1С;120 000-300 000 KZT;ТОО Ристарт Технологии;Алматы;26 ноября
Software Testing Engineer;;ТОО Epam Kazakhstan (Эпам Казахстан),ТОО;Алматы;9 ноября
Senior Android разработчик;;АО ДБ Альфа-Банк;Алматы, Абая;6 ноября
2D-дизайнер / Разработчик электронных курсов;;ТОО WELLDONE company;Нур-Султан;24 ноября
Инженер смены;от 151 000 KZT;АО Транстелеком;Жезказган;26 ноября
Специалист по ведению Рекламных кампаний;200 000-250 000 KZT;ТОО AdExpert;Алматы;24 ноября
Бэкенд-разработчик (Караганда);;ТОО Ракетная фирма;Караганда;14 ноября
Менеджер по строительству и недвижимости;;ТОО Black Star Burger Almaty;Шымкент;4 ноября
Эксперт Java Spring;;АО First Heartland Jýsan Bank;Алматы;16 ноября
Менеджер по работе с клиентами;; CTI;Алматы;24 ноября
Главный бизнес-архитектор;; Жилищный строительный сберегательный Банк Казахстана, АО;Алматы;6 ноября
Web-разработчик (PHP);;ТОО WELLDONE company;Нур-Султан;26 ноября
Программист C#;;АО Дочерняя организация Народного Банка Казахстана Страховая компания Халык;Алматы;25 ноября
Интернет-маркетолог/ SMM;100 000-200 000 KZT;ТОО СИБЭСТ Казахстан;Петропавловск;24 ноября
Главный специалист Отдела администрирования и сопровождения интеграционных решений (SQL, Linux|Unix);; Евразийский банк, АО;Алматы;18 ноября
Инженер связи;до 100 000 KZT;ТОО NLS Kazakhstan;Алматы;26 ноября
Менеджер по продажам;150 000-400 000 KZT;ТОО Первый БИТ;Нур-Султан;4 ноября
Монтажник слаботочных систем;;ТОО Ваш Домофон;Павлодар;26 ноября
Программист;150 000-250 000 KZT;ТОО Микрофинансовая организация Дом кредитов;Алматы;16 ноября
Product manager;;ТОО IBEC Systems;Алматы, Жибек Жолы;25 ноября
Менеджер Управления решений SAP ERP, HCM;;АО Народный банк Казахстана;Алматы;5 ноября
Руководитель отдела мобильных приложений;;ТОО Микрофинансовая организация KMF(КМФ);Алматы, Жибек Жолы;2 ноября
Старший эксперт по поддержке BI;; Beeline, ТМ;Алматы;10 ноября
Программист PHP;150 000-300 000 KZT;ТОО ZigZag Group;Нур-Султан;17 ноября
Инженер трансмиссии (РРЛ);;ТОО Line System Engineering, ТОО;Усть-Каменогорск;20 ноября
Менеджер интернет-магазина;;ТОО Азия Проммедь;Нур-Султан;30 октября
Старший инженер по эксплуатации сети ПД;; Beeline, ТМ;Караганда;19 ноября
CRM администратор;;ТОО Оценка собственности VP;Алматы;25 ноября
Инженер-программист АСУ ТП;от 230 000 KZT;ТОО Атриум Строй Инвест;Павлодар;26 ноября
Разработчик C#;; Банк ВТБ (Казахстан) Дочерняя организация Акционерное общество;Алматы;15 ноября
Представитель по привлечению ключевых клиентов (Key Accounts Sales Executive);; Кселл, АО;Караганда;17 ноября
PHP-разработчик;150 000-500 000 KZT;ТОО Documentolog;Нур-Султан;26 ноября
Разработчик 1С;250 000-400 000 KZT;ТОО МК-Золото ломбард;Алматы;2 ноября
Key Account Manager;250 000-500 000 KZT;ТОО XFinity Solutions;Алматы, Абая;26 ноября
Аналитик в службу заботы и сервиса;100 000-350 000 KZT;ТОО «Контроль Техники»;Нур-Султан;16 ноября
Специалист по корпоративным продажам;; Beeline, ТМ;Нур-Султан;29 октября
Преподаватель по программированию(Front-End);150 000-800 000 KZT;ТОО IT-Run (Ай ти Ран);Алматы;26 ноября
Разработчик кредитного конвейера;;ТОО Микрофинансовая организация KMF(КМФ);Алматы;29 октября
Разработчик 1С / DevOps Инженер;;ТОО МЕЧТА, ТМ (Мечта Маркет, ТОО);Нур-Султан;10 ноября
SММ менеджер;;ТОО Юг-ЭлектроКомплект;Алматы;10 ноября
Node.js-разработчик (middle/senior);70 000-110 000 руб.; Creative;Алматы;24 ноября
Специалист по сервису;; Beeline, ТМ;Актау;3 ноября
Специалист ИТ;;ТОО Микрофинансовая организция СиСиЛоун.кз;Алматы;19 ноября
Mobile QA Engineer;300 000-700 000 KZT; Kolesa Group;Алматы;2 ноября
Head of Information Technologies Unit;;АО Qazaq Air, АО;Нур-Султан;9 ноября
Специалист технической поддержки;28 000-55 000 руб.;ООО Система Геткурс;Нур-Султан;24 ноября
Разработчик SharePoint;; Beeline, ТМ;Алматы;2 ноября
Программист 1С;;ТОО Торговая Компания Мегаполис-Казахстан;Алматы;25 ноября
Координатор проекта;;ТОО Excalibur;Алматы;26 ноября
Php-laravel developer;180 000-300 000 KZT; Talapai.kz;Алматы, Жибек Жолы;9 ноября
Монтажник слаботочных систем;120 000-150 000 KZT;ТОО Штрих-Маркет Казахстан;Нур-Султан;13 ноября
Менеджер по продажам;;АО Алма Телекоммуникейшнс Казахстан ( ТМ АЛМА-ТВ);Костанай;28 октября
ASP.NET Core Developer;;ТОО KPMG;Алматы;23 ноября
Категорийный менеджер по IT оборудованию;от 250 000 KZT;ТОО XFinity Solutions;Алматы, Абая;26 ноября
Инженер электропитающих устройств и системы кондицирования;164 000-187 800 KZT;АО Транстелеком;Атырау;1 ноября
Торговый представитель (категория ВС);;ТОО Дудар;Нур-Султан;18 ноября
Менеджер по продажам (B2B);100 000-250 000 KZT;ИП КРИГЕР В.В;Караганда;17 ноября
Менеджер по сопровождению тендеров;;ТОО Алси;Нур-Султан;20 ноября
Web-разработчик;;ТОО ЭГЛЕТ;Алматы;23 ноября
Программист PHP;до 300 000 KZT;ТОО ZigZag Group;Караганда;28 октября
IOS разработчик;;ТОО WOOPPAY;Караганда;10 ноября
Менеджер по продажам;70 000-350 000 KZT;ТОО ИнфоТех&Сервис;Шымкент;16 ноября
Менеджер по продажам (немецкий язык);500-2 000 USD;ООО Вебби Технолоджис;Алматы;24 ноября
Разработчик DWH;;ТОО Микрофинансовая организация KMF(КМФ);Алматы, Жибек Жолы;2 ноября
Специалист технической поддержки;28 000-55 000 руб.;ООО Система Геткурс;Караганда;25 ноября
Data Quality Engineer;;ТОО Epam Kazakhstan (Эпам Казахстан),ТОО;Нур-Султан;4 ноября
Менеджер по продажам;;ТОО Globerce Inc.;Алматы;5 ноября
Главный специалист Отдела сопровождения и поддержки приложений (Прикладной администратор);; Евразийский банк, АО;Алматы;10 ноября
Старший эксперт Службы сопровождения систем (SQL, Linux);; Евразийский банк, АО;Алматы;18 ноября
Middle Software Engineer;;ТОО Norsec Delta Projects;Алматы;24 ноября
RF Engineer;;ТОО Хуавей Текнолоджиз Казахстан;Алматы;25 ноября
Интернет-маркетолог;;ТОО Iron Plast (Айрон Пласт);Нур-Султан;25 ноября
IOS-developer, Команда GoDigital;;АО Народный банк Казахстана;Алматы;2 ноября
Специалист информационных технологий, г. Экибастуз;93 000-107 000 KZT;ТОО Гелиос;Павлодар;23 ноября
Разработчик программного обеспечения PHP;;АО Казахтелеком;Нур-Султан;24 ноября
Android разработчик / Android developer;;ТОО Flip.kz;Караганда;21 ноября
Старший представитель по обслуживанию;; Кселл, АО;Атырау;6 ноября
Консультант по продажам B2B;125 000-500 000 KZT;ТОО MTC Consulting;Алматы;25 ноября
Специалист технической поддержки;28 000-55 000 руб.;ООО Система Геткурс;Усть-Каменогорск;25 ноября
Эксперт по развитию Hyperion и BI;; Beeline, ТМ;Алматы;10 ноября
Директор по маркетингу;;ТОО СӘТТІСІ;Алматы;24 ноября
Front-end разработчик (React Native);;ТОО EUROPHARMA, ТМ (ТОО AK NIET GROUP);Алматы;11 ноября
Middle разработчик Node.js (Backend);; Евразийский банк, АО;Алматы;18 ноября
Главный специалист Отдела поддержки DWH и CDB (Администратор DWH);; Евразийский банк, АО;Алматы;20 ноября
Ведущий инженер Центра администрирования бизнес-приложений;170 000-200 000 KZT;ТОО МК-Золото ломбард;Алматы;3 ноября
Специалист технической поддержки;28 000-55 000 руб.;ООО Система Геткурс;Шымкент;25 ноября
MicroWave Engineer;;ТОО Хуавей Текнолоджиз Казахстан;Алматы;11 ноября
Менеджер по продажам;от 200 000 KZT;ТОО SMARTNET;Нур-Султан;24 ноября
Специалист по IT;100 000-130 000 KZT;ТОО Logitex;Усть-Каменогорск;25 ноября
Электромеханик местной сети;от 129 000 KZT;АО Транстелеком;Атасу;20 ноября
DWDM Engineer;;ТОО Хуавей Текнолоджиз Казахстан;Алматы;21 ноября
Технический специалист (IT);100 000-250 000 KZT; Sulpak;Усть-Каменогорск;3 ноября
Менеджер по продажам;120 000-250 000 KZT;ТОО Алси;Нур-Султан;20 ноября
Менеджер по продажам оборудования;;ТОО ТОРГОВЫЙ ДОМ ИЭК.КАЗ;Алматы;25 ноября
DevOps developer, Управление развития интеграционной архитектуры;;АО Народный банк Казахстана;Алматы;2 ноября
Программист с опытом Go(Golang) или/и Kubernetes (удаленно);; GranSoft;Нур-Султан;5 ноября
Администратор приложении DevOpps;;ТОО Микрофинансовая организация KMF(КМФ);Алматы, Жибек Жолы;24 ноября
Специалист технической поддержки;28 700-55 000 руб.;ООО Система Геткурс;Петропавловск;25 ноября
Специалист технической поддержки;28 000-55 000 руб.;ООО Система Геткурс;Павлодар;25 ноября
Carrier Fixed Network Pre Sales Engineer;;ТОО Хуавей Текнолоджиз Казахстан;Алматы;25 ноября
Специалист технической поддержки;28 000-55 000 руб.;ООО Система Геткурс;Тараз;25 ноября
Специалист технической поддержки;28 000-55 000 руб.;ООО Система Геткурс;Семей;25 ноября
Специалист по продажам;;ООО Конструктор;Алматы;28 октября
Консультант-эксперт;; 1С:Франчайзинг Ваниев;Алматы, Сайран;25 ноября
Маркетолог;;ТОО ICORE-Integration;Алматы;25 ноября
Представитель по привлечению ключевых клиентов (Key Accounts Sales Executive) в г. Атырау;; Кселл, АО;Атырау;11 ноября
Бухгалтер-аналитик;150 000-250 000 KZT;ИП Интернет Солюшн;Алматы;9 ноября
Менеджер вводного урока со знанием английского и испанского языков для детей;17 500-29 500 руб.; Skyeng;Алматы;11 ноября
Android разработчик;от 500 000 KZT;ТОО ALMANIT;Алматы;29 октября
Channel sales manager;1 000-1 500 USD;ТОО Dahua technology Kazakhstan(Дахуа Текнолоджи Казахстан);Нур-Султан;6 ноября
Монтажник слаботочных систем;150 000-250 000 KZT;ТОО KazNetCom;Алматы;25 ноября
Системный администратор Linux/Unix;от 300 000 KZT;ТОО «Научно-Исследовательская Лаборатория «Гамма Технологии»;Алматы;2 ноября
Программист-разработчик;от 500 000 KZT;ТОО Line System Engineering, ТОО;Алматы;3 ноября
Региональный менеджер по продажам;от 250 000 KZT;ТОО БВБ-Альянс;Атырау;11 ноября
Оператор видеонаблюдения;от 100 000 KZT;ТОО Expert Lab Company;Алматы;11 ноября
SMM-менеджер;от 200 000 KZT;ТОО Управляющая компания Marden Property;Нур-Султан;2 ноября
Менеджер по продажам (digital маркетинг);150 000-1 000 000 KZT;ТОО ON THE TOP;Алматы;6 ноября
Специалист по IT help desk;120 000-130 000 KZT;ТОО iFinance;Алматы;13 ноября
SEO-специалист / Специалист по оптимизации сайта под поисковые системы;до 250 000 KZT;ТОО Trusty Labs;Алматы;24 ноября
Технический специалист (IT);100 000-200 000 KZT; Sulpak;Уральск;2 ноября
Инженер поддержки пользователей (any-key);;ТОО KAZ Minerals Management;Алматы;3 ноября
Системный администратор;от 150 000 KZT;ТОО IT SPACE;Атырау;5 ноября
Брэнд менеджер/продукт менеджер;200 000-300 000 KZT;ТОО TV Commerce;Алматы, Байконур;11 ноября
Digital трафик менеджер /Jira;от 550 USD; RedCode;Нур-Султан;13 ноября
Full-stack разработчик (PHP);250 000-400 000 KZT;ТОО Асистент;Алматы;24 ноября
Менеджер по активным продажам (сфера - digital маркетинг);150 000-1 000 000 KZT;ТОО ON THE TOP;Алматы;6 ноября
Менеджер по продажам;70 000-350 000 KZT;ТОО ИнфоТех&Сервис;Нур-Султан;11 ноября
Проектный менеджер;;ТОО АИК Астана;Нур-Султан;5 ноября
Системный администратор;;ТОО Империал Тобако Казахстан;Алматы;25 ноября
Старший представитель по обслуживанию;; Кселл, АО;Уральск;10 ноября
Контент-менеджер / Менеджер по работе с маркетплейсами;от 200 000 KZT;ТОО CLUB120;Алматы, Жибек Жолы;26 ноября
Менеджер сервисного центра (г. Астана);до 120 000 KZT;ТОО Алси;Нур-Султан;16 ноября
Старший Разработчик Front-end;;ТОО VILED GROUP;Алматы;4 ноября
Технический специалист (IT);100 000-200 000 KZT; Sulpak;Аксай (Казахстан);10 ноября
Менеджер по продажам B2B;175 000-750 000 KZT;ТОО MTC Consulting;Нур-Султан;16 ноября
Менеджер-консультант образовательных продуктов;100 000-400 000 KZT;ИП TilBil Online;Алматы;3 ноября
ИТ-специалист;200 000-200 000 KZT;ТОО Alageum Group;Актау;10 ноября
Интернет-маркетолог/Digital маркетолог;180 000-260 000 KZT;ТОО АДмастерс;Нур-Султан;26 ноября
Администратор системы CRM;;ТОО АИК Астана;Нур-Султан;11 ноября
Системный администратор;;ТОО НПП Интеррин;Жезказган;13 ноября
IOS разработчик;;ТОО VILED GROUP;Алматы;4 ноября
Менеджер по продажам;100 000-150 000 KZT;ТОО Эвла-Мед;Алматы;31 октября
Mediabuyer / Арбитражник / Трафик-менеджер;150 000-500 000 KZT;ИП Интернет Солюшн;Алматы;9 ноября
Менеджер по продажам (B2B);175 000-750 000 KZT;ТОО MTC Consulting;Алматы;16 ноября
Инженер-программист;до 400 000 KZT;АО РАХАТ;Алматы, Жибек Жолы;30 октября
Инженер сервисного центра в г. Усть-Каменогорск;;ТОО Алси;Усть-Каменогорск;14 ноября
Технический специалист Get Course;;ТОО Alma Chocolates;Алматы;30 октября
SFA Analyst;;ООО Кимберли-Кларк;Алматы;24 ноября
Системный администратор;;ТОО Гелиос;Алматы;25 ноября
Монтажник слаботочник;150 000-300 000 KZT;ТОО RP Group;Нур-Султан;29 октября
UX дизайнер;100 000-180 000 KZT;ТОО CapStone;Алматы, Байконур;26 ноября
IT-менеджер;от 300 000 KZT; DoubleTree by Hilton Almaty, ТМ (ТОО Abli-hotels);Алматы;10 ноября
Системный администратор;;ТОО АльС Плюс;Алматы;24 ноября
Руководитель управления информационных технологий;; Yessenov University;Актау;10 ноября
Менеджер по продажам (Государственные закупки);100 000-150 000 KZT;ТОО MTC Consulting;Алматы;5 ноября
Преподаватель курсов 3D MAX, CorelDraw, PhotoShop, Autocad;150 000-180 000 KZT;ТОО Центр подготовки Professional;Нур-Султан;5 ноября
QA Эксперт;;ТОО VILED GROUP;Алматы;4 ноября
Интернет-маркетолог;;ТОО МФО Lombardini finance;Алматы;29 октября
Программист;;ТОО ERG Service;Алматы;3 ноября
Специалист по внедрению и сопровождению информационных систем (Кокшетау);; Филиал Акционерного общества АКГЮН (КОМПЬЮТЕРНОЕ ПРОГРАММИРОВАНИЕ КОММЕРЧЕСКАЯ ФИРМА) в РК;Кокшетау;4 ноября
Специалист по внедрению и сопровождению информационных систем (Степногорск);; Филиал Акционерного общества АКГЮН (КОМПЬЮТЕРНОЕ ПРОГРАММИРОВАНИЕ КОММЕРЧЕСКАЯ ФИРМА) в РК;Степногорск;4 ноября
Sales Engineer;; БАКОТЕК;Нур-Султан;25 ноября
Технический специалист (IT);100 000-200 000 KZT; Sulpak;Шелек;4 ноября
Системный администратор;;ТОО Кристалл Авто;Нур-Султан;26 ноября
Менеджер сервисного центра в г. Караганда;;ТОО Алси;Караганда;26 ноября
Технический специалист (IT);100 000-200 000 KZT; Sulpak;Сарыагаш;19 ноября
Менеджер SAP/ консультант SAP;от 200 000 KZT;ТОО КазФерроСталь;Алматы;19 ноября
HTML-верстальщик;;ТОО CUSTOM SOLUTIONS CENTER;Караганда;25 ноября
HTML-верстальщик;от 100 000 KZT;ТОО Online Market Service;Алматы, Драмтеатр имени Ауэзова;9 ноября
Стажер в IT Service+/Системный администратор;180 000-200 000 KZT;ИП Smart System+;Нур-Султан;25 ноября
Специалист по установке и настройке программного обеспечения;150 000-200 000 KZT;ТОО Success Kazakhstan;Алматы;19 ноября
Программист;150 000-160 000 KZT; РГП на ПХВ Информационно-аналитический центр охраны окружающей среды;Нур-Султан;2 ноября
HTML-верстальщик/Web-разработчик;100 000-180 000 KZT;ИП SMARTSITE;Костанай;25 ноября
Менеджер по продажам (B2B);от 600 000 KZT;ТОО ERC Distribution Kazakhstan (И-АР-СИ Дистрибьюшн Казахстан);Алматы;26 ноября
Junior/Middle backend Java-разработчик;;ТОО STRONG te.am;Алматы;5 ноября
Контент-менеджер интернет-магазина;от 120 000 KZT;ТОО Office-Expert.kz;Алматы, Алмалы;26 ноября
Юрист-закупщик;от 100 000 KZT;ТОО BAITEREK INNOVATION;Нур-Султан;24 ноября
Контент-менеджер;; Kolesa Group;Алматы;23 ноября
Программист-разработчик;50 000-300 000 KZT;ТОО MSK Engineering Kazakhstan;Алматы;24 ноября
Младший инженер-программист;110 000-150 000 KZT;ТОО KazComNet;Нур-Султан;26 ноября
Менеджер по закупкам;; ASTEL, АО;Алматы;20 ноября
Front-end разработчик/Верстальщик сайтов;до 250 000 KZT;ТОО THE WEB;Нур-Султан;20 ноября
Системный администратор;;ТОО Костанайнефтепродукт;Костанай;26 ноября
Помощник руководителя проекта;200 000-250 000 KZT;ТОО YERZHAS;Алматы;20 ноября
Видеоинженер / Видеомонтажер на Youtube канала;150 000-1 000 000 KZT;ИП ТОҚСАН АЙБЕК ОРУМБАЙҰЛЫ;Нур-Султан;23 ноября
Программист Python/JavaScript;от 250 000 KZT;ТОО ММАЙТИ;Алматы;21 ноября
Видеооператор;;ТОО ProVSE.kz;Алматы;26 ноября
Специалист по внедрению и сопровождению 1С;от 150 000 KZT;ИП TIBAY;Нур-Султан;13 ноября
3D моделлер;;ТОО Tengri Lab;Нур-Султан;13 ноября
Java разработчик;;ООО QIWI Kazakhstan (КИВИ Казахстан);Алматы;6 ноября
Программист / Специалист по сопровождению 1С;100 000-300 000 KZT;ИП Фирма Эдванс;Петропавловск;1 ноября
Оператор станка с ЧПУ (мультикам);от 200 000 KZT;ТОО Тотал Энерджи Сервисез;Алматы;23 ноября
Менеджер проектов по снабжению;100 000-200 000 KZT;ТОО Корпорация Gulfstream;Алматы;12 ноября
Директор по развитию бизнеса;200 000-600 000 KZT;ИП KazFries;Нур-Султан;23 ноября
Junior Project Manager;от 120 000 KZT; Системные технологии Казахстан;Алматы;25 ноября
Системный аналитик;до 390 000 KZT;ТОО SINAPSYS;Нур-Султан;26 ноября
Технический специалист;от 200 000 KZT;ТОО KazKip Engineering;Алматы;28 октября
HTML-верстальщик;;ТОО SlonW;Алматы;2 ноября
Менеджер по развитию бизнеса;120 000-600 000 KZT;ТОО Казтехносвязь;Костанай;23 ноября
Менеджер по продажам GPS и видеооборудования;от 200 000 KZT;ТОО Spectrum;Атырау;24 ноября
Оператор майнингового оборудования / ИТ специалист;140 000-180 000 KZT;ТОО Qazmin currency;Риддер (ВКО);26 ноября
Web Administrator/Веб-Администратор;; KIMEP;Алматы, Абая;24 ноября
Программист-разработчик;;АО Банковское сервисное бюро Национального Банка Казахстана;Нур-Султан;24 ноября
Системный администратор;от 100 000 KZT;ИП Омаров А.К. Computerr.kz;Нур-Султан;2 ноября
IT-Специалист – техник по работе с компьютерным оборудованием;130 000-180 000 KZT;ТОО Астра;Алматы, Алмалы;2 ноября
Копировщик лендингов / Cоздатель уникальных лендингов (удаленно);150-250 USD;ТОО PLDKZ (ПЛДКЗ);Алматы;19 ноября
Специалист по технической поддержке;;ТОО Sapa Software;Нур-Султан;11 ноября
Программист-разработчик;70 000-400 000 KZT;ТОО DEVIR;Нур-Султан;17 ноября
Инженер-системотехник;170 000-200 000 KZT;ТОО TRANS AVIA LUXE ТОО;Караганда;23 ноября
Android Разработчик;;ТОО STRONG te.am;Алматы;26 ноября
PHP Laravel Developer;до 300 000 KZT;ИП IT Park;Уральск;25 ноября
Координатор/Junior developer;;ТОО INVISION Group;Алматы;11 ноября
Младший трейдер;до 150 000 KZT;ТОО Petro Synthesis;Алматы;18 ноября
IT специалист;от 150 000 KZT;ИП Иванова (TERRASPORT fitness club);Усть-Каменогорск;17 ноября
Консультант 1C;от 180 000 KZT;ТОО Prime Cloud;Алматы;20 ноября
Специалист по внедрению и сопровождению ПО/Инженер - интегратор (Technical support specialist);250 000-350 000 KZT;ТОО Almexoft Kazakhstan;Алматы;26 ноября
Интернет-маркетолог (Digital-маркетолог);250 000-350 000 KZT;ТОО Тинель;Алматы;24 ноября
SMM-Маркетолог;от 150 000 KZT;ТОО Студия Ремонта;Нур-Султан;25 ноября
СММ Менеджер в Студию Перманентного макияжа;100 000-150 000 KZT;ИП Чубай Р.В.;Алматы;9 ноября
Системный администратор;от 42 500 KZT;ТОО Бюро по работе с должниками;Актобе;20 ноября
Инженер-проектировщик;от 150 000 KZT;ТОО Radix Solution (Радикс Солюшн);Алматы;18 ноября
Технический специалист;до 250 000 KZT;ТОО Маркет Радио Астана;Нур-Султан;18 ноября
Оператор систем видеонаблюдения;90 000-115 000 руб.;ТОО Begemot Almaty;Алматы;2 ноября
Системный администратор;;ТОО НПО ПЕРСПЕКТИВА;Караганда;18 ноября
СММ менеджер;60 000-150 000 KZT;ТОО Doctor Dent;Нур-Султан;6 ноября
Веб-программист;100 000-300 000 KZT;ТОО BF Group Inc;Павлодар;29 октября
Трафик-менеджер/Специалист по рекламе;150 000-300 000 KZT;ТОО Кликобилие;Алматы;23 ноября
Программист Golang;от 500 000 KZT;ТОО Сайлет;Алматы;12 ноября
Программист;100 000-100 000 KZT;ТОО Научный центр ҚАЗҒЫЛЫМ;Нур-Султан;9 ноября
Интернет-маркетолог;от 140 000 KZT;ТОО ЭксклюзивСтрой;Костанай;19 ноября
Продакт дизайнер;от 400 000 KZT;ИП Alekenov;Алматы;16 ноября
Технический специалист/монтажник Gps;100 000-250 000 KZT;ИП Hard Work;Алматы, Алатау;23 ноября
Тестировщик программного обеспечения;;ТОО Sapa Software;Нур-Султан;24 ноября
Программист C#;250 000-350 000 KZT;ТОО Гермес Гарант Групп;Алматы;23 ноября
Выездной системный администратор;80 000-120 000 KZT;ТОО AVITIM;Шымкент;18 ноября
Специалист по информационной безопасности;;ТОО QazCloud;Нур-Султан;28 октября
Техник-монтажник;от 90 000 KZT;ТОО NewTelCom;Тараз;17 ноября
SMM, SEO менеджер;120 000-200 000 KZT;ТОО NEXET;Алматы;20 ноября
Инженер автоматизации / Помощник руководителя проекта;150 000-150 000 KZT;ТОО Smart Automation;Алматы;9 ноября
Ведущий менеджер Отдела продаж;;АО KazTransCom;Нур-Султан;2 ноября
Консультант 1C;90 000-250 000 KZT;ИП Мыслинская;Алматы, Абая;11 ноября
Системный администратор Linux (junior);;ТОО InformConsulting;Алматы, Москва;23 ноября
Frontend-разработчик;70 000-250 000 KZT;ИП ITQ;Алматы, Жибек Жолы;13 ноября
